School Name,Latitude,Longitude,Enrollment
Bainrion na nAingal 2,53.346423,-6.361162,113
Scoil Mhuire,55.017669,-8.396791,39
S N PEADAR AGUS POL,53.929662,-9.126206,61
SCOIL NAOMH IOSEF,52.403709,-9.814456,34
S N CARRAIG A BRUIS,53.801887,-7.032432,111
S N AN CUSAN,53.446823,-7.933808,414
SCOIL IDE,52.678018,-8.614667,704
KILLYGORDAN N S,54.797021,-7.685634,19
SN Baile Cuisin,53.557829,-9.069759,16
S N GORT SCEICHE,53.631352,-9.028339,70
S N IOSAGAIN,52.143667,-8.642263,130
KILL-O'-THE-GRANGE NS,53.278155,-6.161831,214
St. Joseph's National School,53.437945,-6.622088,101
Bantiarna na mBuanna Boys,53.389053,-6.26828,184
Bantiarna na mBuanna Girls,53.38871,-6.266596,195
S N CHLUAIN LUIFIN,53.613587,-9.273839,72
SCOIL NAOMH EINDE,53.264646,-9.083384,99
S N DONAIGH,55.241917,-7.27702,35
Dromindoora N.S.,52.997424,-8.72128,28
ST MALACHYS B N S,53.388172,-6.18057,128
ST EITHNES SENIOR GIRLS NS,53.389505,-6.180777,91
S N CHOLMILLE B,53.458483,-6.214772,352
S N CHOLMCILLE C,53.45767,-6.214372,380
S N URSULA,54.270563,-8.492031,446
J F K MEMORIAL SCHOOL,52.666656,-8.64462,217
S N an Spioraid Naomh C,51.878682,-8.528102,281
BALLYBOGHILL N S,53.52108,-6.266457,237
EOIN BAISDE B SOIS,53.363916,-6.197803,323
EOIN BAISDE C NAOIDH,53.363622,-6.199773,216
SCOIL PHADRAIG,53.539427,-7.545304,87
CRANFORD N S,55.13834,-7.69701,54
ST JOSEPHS G N S,53.395177,-6.309877,173
DANGAN MIXED N S,53.48998,-6.743282,192
SCOIL PHADRAIG,54.262149,-6.876065,26
ST MONICAS N S,53.389364,-6.180589,49
NEW QUAY NS,53.145745,-9.078864,30
LORETO NATIONAL SCHOOL,53.280332,-6.101368,305
KILLAGHTEE N S,54.632377,-8.371013,14
ST PATRICK GNS,53.286357,-6.300167,520
THREEMILEHOUSE N S,54.217768,-7.04113,131
S N NAOMH MHUIRE,53.583111,-7.940275,72
ST PIUS X N S BOYS,53.302768,-6.305448,519
ST PIUS X G N S,53.302653,-6.304733,545
ST KEVINS B N S,53.396012,-6.309326,132
DRUMKILLY NS,53.89047,-7.343147,96
NAOMH TOLA N S,53.585133,-7.131468,219
HOLY SPIRIT B N S,53.395934,-6.269908,268
SN an Spioraid Naiomh C,53.395636,-6.271098,260
S N ARD MHUIRE C,53.711188,-6.359935,331
SCOIL NAOMH IDE,53.317653,-6.392453,249
SCOIL NAOMH AINE,53.317112,-6.392238,231
S N PADRAIG,53.775832,-6.353301,183
S N CILLMIN,51.661461,-9.008491,123
S N NAOMH BRID,55.194847,-7.822838,81
S N BARRA NAOFA BHUACH,51.889012,-8.428421,287
S N BARRA NAOFA CAILINI,51.889433,-8.428808,304
PORTLEAN N S,55.058351,-7.729435,33
Scoil Náisiúnta Róis,53.268218,-9.076033,307
OUR LADY OF VICTORIES INFANT N S,53.388695,-6.267076,205
S N AN TSLANAITHEORA B,54.006367,-6.415338,153
S N AN TSLANAITHEORA C,54.006367,-6.415338,136
BARRYROE NS,51.608684,-8.747557,166
SCOIL NAOMH DEAGHA,54.003282,-6.578864,264
Scoil Eoin Baiste,55.169848,-7.801296,128
Scoil Naomh Barra,53.731924,-6.709921,225
ST MICHAELS NS,54.298349,-8.06772,60
SCOIL GHOBNATAN,52.130096,-8.646081,540
STRABAGGAN N S,54.078689,-8.079457,23
SCOIL PADRAIG NAOFA B,53.280192,-6.174957,534
ST PATRICKS GNS,53.279632,-6.17549,507
S N CHOLMCILLE,54.870033,-8.116915,31
TEMPLEORUM N S,52.383528,-7.2979,45
S N Naomh Iosef,52.643153,-8.730993,302
ST CONAIRES NS,52.706164,-8.87056,376
BARNADERG CENTRAL SCH,53.482279,-8.725718,78
ST COLMANS MXD N S,53.449734,-8.872019,210
S N NAOMH TREASA,53.779301,-7.71063,311
SCOIL NAOMH BRID,55.073412,-7.269501,194
BALLYMACWARD CENTRAL SC,53.389211,-8.481914,90
KILL N S,54.036088,-7.118152,127
BALLYCONEELY N S,53.430776,-10.073282,20
CASTLETOWN N S,53.778114,-6.716034,96
LISVERNANE N S,52.411637,-8.226269,130
S N NAOMH COLMCILLE,53.845559,-7.605934,147
CROMCASTLE GREEN B N S,53.394858,-6.220007,197
SCOIL NAIS IDE CAILINI,53.395157,-6.219966,161
CASTLEJORDAN CENTRAL NS,53.397158,-7.121822,86
S N na Maighdine Muire B,53.395712,-6.26045,161
VIRGIN MARY GIRLS NATIONAL SCHOOL,53.395779,-6.261033,191
S N CILLIN LIATH,51.904945,-10.063803,37
TANKERSTOWN N S,52.419219,-8.012001,94
DERRINAGREE N S,52.123689,-9.035804,75
ST BRIGIDS BOYS N S,53.374807,-6.195412,319
SCOIL NEASAIN,53.382126,-6.196425,249
SCOIL NAOMH EARNAN,54.583966,-8.119674,95
GLENSWILLY N S,54.935923,-7.849283,253
Scoil an Maighdine Mhuire Boys,53.275236,-6.258012,219
RATHANGAN N S,52.232865,-6.616394,241
ST Olaf's National School,53.282558,-6.226401,574
OUR LADY OF GOOD COUNSEL BOYS N S,53.2646,-6.138645,389
OUR LADY GOOD COUNSEL GNS,53.263897,-6.138983,402
KILMORE CENTRAL N S,53.972076,-7.420691,46
S N BEAL ATHA GREAN,52.404925,-8.784219,106
S N TEAGHLAIGH NAOFA,53.716649,-9.87395,78
BUTLERSBRIDGE NS,54.045984,-7.376064,244
SCOIL CHRIOST RI B,52.674489,-8.657289,296
S N Muire na hEireann,52.674533,-8.658917,286
DOOISH N S,54.809337,-7.844776,196
Scoil na nAingeal,53.292507,-6.171463,423
SCOIL PHOIL NAOFA,52.637542,-8.651605,582
FLAGMOUNT CENTRAL NS,52.986223,-8.645599,42
STRATFORD LODGE NS,52.942482,-6.709576,69
SCOIL NAOMH EOIN BAISTE,52.210787,-8.83333,64
S N DHUBHTHAIGH,55.021436,-8.307172,106
ST AIDANS N S,52.619793,-7.422785,188
BALLYMACARBERRY N S,52.281926,-7.740623,173
NEWCESTOWN N S,51.782475,-8.869942,220
S N CHRUIMIN NAOFA,53.62398,-7.400175,210
S N CILL CRIODAIN,51.888077,-7.973525,296
Scoil Nais Realta na Mara,52.207496,-6.546284,329
ST PATRICKS NS LONGFORD,53.906263,-7.64812,124
ST COLMANS N S,53.32553,-7.367538,104
KILLENAULE N S,52.570177,-7.675357,140
S N Tir na Cille,53.510749,-9.565642,39
S N NAOMH AONGHUS,55.036414,-7.38254,203
DRUMKEERIN CENTRAL NS,54.16536,-8.140319,67
ST PATRICKS N S,54.399271,-7.024113,28
MULLAHORAN CENTRAL N S,53.839271,-7.434213,163
KILLEEVAN CENTRAL N S,54.164055,-7.141709,103
Achadh na Sileann,54.068133,-7.86433,50
SCARIFF CENTRAL N S,52.91601,-8.531734,158
S N NAOMH CIARAN,53.326156,-8.101382,103
ST PAULS N S,53.115716,-7.326449,39
S N IOGNAID,53.270517,-9.062463,482
Our lady's Grove Primary School,53.300712,-6.234086,431
NAOMH COLMAN MAC DUAIGH,53.06327,-8.882619,95
BALLYNARRY N S,53.837519,-7.348141,102
St Oliver Plunkett National School,53.556188,-8.569855,122
RATHMORE N S,51.498566,-9.352181,121
ARDFERT CENTRAL N S,52.323415,-9.775986,213
LABASHEEDA CENTRAL N S,52.621881,-9.252856,38
CLONBERNE CENTRAL SCH,53.562696,-8.647742,107
SN MUIRE GAN SMAL,54.005009,-8.771254,87
ST MARKS SEN NS,53.287088,-6.387291,501
GARRAFRAUNS CENTRAL SCH,53.632755,-8.825361,97
SCOIL NAOMH AODAIN,53.94379,-8.494259,94
MHUIRE IOSEF JUNIOR,53.389209,-6.147368,364
ROBEEN CENTRAL N S,53.681188,-9.149364,114
SCOIL MOBHI,53.373455,-6.263206,248
NA MAIGHDINE MUIRE GIRL,53.275024,-6.257991,242
S N Gleann na gCaorach Iníon Léinín,53.269431,-6.115773,222
S N CAITRIONA SOIS,53.276625,-9.017615,358
BALLYVARY CENTRAL N S,53.887347,-9.154344,204
SN MHUIRE,52.145401,-8.399464,171
HOLY TRINITY SEN N S,53.396543,-6.161292,401
SCOIL BHRIDE,53.365767,-6.500765,291
RATHCORMACK N S,54.317022,-8.478864,263
S N BAILE RAIGHIN,54.951556,-7.712518,232
Scoil an Athar Tadhg,51.9899,-8.477838,311
ST PAULS NS COLLOONEY,54.182896,-8.49154,78
CASTLERAHAN CENTRAL NS,53.82096,-7.179816,109
GOREY CENTRAL SCHOOL,52.673762,-6.297857,231
SN FHIACHNA,51.75164,-9.553893,68
CLOUGHJORDAN NO 1 N S,52.938575,-8.029274,84
ST PATRICKS NS,54.047267,-8.034502,247
BALLYROE CENTRAL N S,52.961879,-6.933549,26
S N MHARCUIS B,51.911229,-8.457708,97
S N BHREANNDAIN C,51.910303,-8.464677,110
SCOIL AN TSEACHTAR LAOCH,53.392663,-6.264804,169
ST JOSEPHS JNR,53.401333,-6.270582,149
CROSSKEYS CENTRAL N S,53.919626,-7.264385,102
LATTON,54.071692,-6.948399,166
ST FRANCIS XAVIER J N S,53.383377,-6.383233,382
S N Naomh Mhichil,51.833005,-10.265722,54
SCOIL NAITHI,53.282278,-6.261534,226
SCOIL COLMCILLE SENIOR,53.254717,-6.134601,164
RUAN CENTRAL NS,52.933726,-8.988681,89
CLONEA NS,52.279434,-7.439555,63
SCOIL MHUIRE BOYS,53.294816,-6.283887,411
S N Réalt na Mara,51.806606,-9.750374,88
ST OLIVER PLUNKETTS NS,53.343031,-8.683679,194
NEWPORT CENTRAL,53.887071,-9.543255,254
SCOIL MHUIRE,53.173277,-6.815583,400
DARNDALE NS JUNIOR,53.401339,-6.193453,159
ST CRONANS JUNIOR NATIONAL SCHOOL,53.459094,-6.23645,503
KILGARVAN CENTRAL SCHL,51.906192,-9.442083,109
Scoil Mhuire,53.365821,-6.500558,285
EILTIN NAOFA,52.487799,-9.578063,86
SCOIL MAELRUAIN JUNIOR,53.278031,-6.362977,374
SCOIL MAELRUAIN SENIOR,53.277824,-6.36259,394
ST KEVINS BOYS,53.300607,-6.357688,315
ST KEVINS GIRLS,53.301309,-6.358682,272
SAINT MELS,53.667285,-7.690663,199
SN CAITRIONA SINSEAR,53.276625,-9.017615,369
NAOMH OLIVER PLUNKETT,54.078563,-6.845839,239
ST FRANCIS XAVIER SENIOR N S,53.382631,-6.383242,378
ST PAULS JUNIOR NATIONAL SCHOOL,53.394963,-6.18363,233
ST MARKS JUNIOR MIXED,53.286943,-6.386853,462
SCOIL BHRIDE,53.39718,-6.16111,389
SCOIL COLMCILLE NAOFA,53.28411,-6.316296,756
ST BRIGIDS NS,52.656398,-8.5984,469
ST OLIVER PLUNKETT NS,53.662581,-6.67827,412
HOLY FAMILY B N S,52.836347,-6.913121,292
Holy Family Girls N S,52.83561,-6.912723,322
RATHMULLAN N S,53.710985,-6.37448,428
ST PATRICKS,53.338982,-6.271589,24
S N DAR EARCA,51.908802,-10.33334,52
SCOIL NAIS DEAGLAIN,53.505816,-6.400838,651
HOLY CROSS PRIMARY SCHOOL,52.062684,-9.513904,378
SCOIL NAOMH FEICHIN,54.050272,-9.082809,37
S N Naomh Finnin,53.380611,-6.312111,254
SCOIL MHUIRE,53.279371,-6.28934,222
SCOIL MHUIRE,55.03359,-7.649588,199
S N Oilibhear Naofa,52.545119,-9.479152,58
BISHOP GALVIN NS,53.298067,-6.318641,463
Carbury National School,54.272075,-8.465924,208
SCOIL FHIACHRA SOISIR,53.387754,-6.226296,577
SCOIL MHUIRE,53.236204,-6.121893,274
Cahermore New Central School,51.605751,-10.061769,44
SCOIL AENGHUSA JUN NS,53.293049,-6.345385,157
SCOIL CHRONAIN,53.281783,-6.467742,396
SN OILIBHEIR,53.387374,-6.397802,268
CAPPATAGLE CENTRAL SCH,53.269512,-8.410386,112
SCOIL CHAITIGHEIRN,51.692238,-9.952701,70
SCOIL NANO NAGLE,53.32617,-6.413415,251
TALBOT SENIOR NS,53.326095,-6.413154,311
ST SAVIOURS NS,52.239947,-7.145651,336
ST OLIVERS NS,52.055667,-9.492823,627
S N Naomh Teresa,53.603554,-6.174016,401
S N NAOMH BAOITHIN,54.933029,-7.462713,108
ST BRIDS,54.029355,-7.973905,172
OUR LADY IMMAC SEN N S,53.401801,-6.193409,201
MHICHIL NAOFA,51.635656,-9.882348,19
SN CILL DAIRBHRE,52.245258,-8.425521,191
CABRA CENTRAL N S,53.920521,-6.811626,54
RAMSGRANGE CENTRAL N S,52.245734,-6.920181,57
SCOIL MHUIRE,53.339676,-9.17588,406
S N MUIRE AGUS IOSEF,53.389557,-6.147128,411
BALLYBAY NATIONAL SCHOOL,53.464915,-8.007463,222
BRACKENSTOWN SENIOR N S,53.458897,-6.235489,552
HOLY FAMILY,52.271288,-9.712518,274
ST ATTRACTAS JUNIOR N S,53.280914,-6.256321,353
ST KEVINS JUNIOR N S,53.396564,-6.157835,188
CLOGHEEN CENTRAL N S,52.270425,-7.990154,78
BELGARD HEIGHTS N S,53.298351,-6.385715,385
ST THOMAS JUNIOR NATIONAL SCHOOL,53.348663,-6.448992,523
S N an Croi Ro Naofa,53.276473,-6.381967,219
KILCHREEST CENTRAL SCH,53.166089,-8.674876,108
St. Patrick's Junior NS,53.39891,-6.376998,173
ST OLIVER PLUNKETT N S,53.38185,-6.299775,125
ST FINTANS NS,53.380376,-6.095155,444
BALLYMANY JUNIOR NS,53.173294,-6.816876,352
INCHICRONAN CENTRAL NS,52.936033,-8.893935,152
NAOMH TOLA,52.703778,-8.886063,236
SCOIL MHUIRE,53.860492,-7.87896,126
ST KILIANS JUNIOR SCHOOL,53.306888,-6.369509,285
CAHERAGH NS,51.625904,-9.299971,58
CHRIOST RI,52.847242,-8.991762,246
SCOIL TREASA FIRHOUSE,53.280801,-6.339018,394
OUR LADY QUEEN OF APOSTLES,53.326627,-6.401258,471
ST PATRICKS,53.885768,-7.407713,60
NEILLSTOWN N S,53.336909,-6.400919,255
ST LAURENCES N S,53.141166,-6.085619,650
MARLEY GRANGE NS,53.284079,-6.273256,468
ST MARYS JUNIOR N S,53.343369,-6.39515,178
S N AENGHUSA,53.292556,-6.345958,213
SCOIL IOSA,53.295207,-6.34057,117
ST HELENS JUNIOR N S,53.438994,-6.135808,314
TALLAGHT COMMUNITY NATIONAL SCHOOL,53.28247,-6.392142,107
ST JOSEPHS SENIOR N S,53.401365,-6.271909,151
SCOIL CHUALANN,53.192187,-6.104013,195
GAELSCOIL INSE CHOR,53.344041,-6.311834,211
ST MARYS CENTRAL SCHOOL,51.737177,-8.937884,212
CROSSERLOUGH N S,53.876087,-7.287924,98
AN LINBH IOSA,53.21253,-6.654023,429
Scoil Mhuire na nGael,53.995249,-6.374089,636
S N NAOMH MHUIRE,54.01837,-7.728724,39
ST PHILIP THE APOSTLE JUNIOR N S,53.389895,-6.406793,196
SCOIL MHUIRE,52.310558,-6.957191,255
SCOIL NAIS MHUIRE SOIS,53.397538,-6.400976,195
KILPATRICK NS,53.51181,-7.397256,226
ST KILLIANS N S,53.813827,-6.959943,343
SCOIL NAOMH COLMCILLE,53.39678,-6.159141,216
DALKEY SCHOOL PROJECT,53.274761,-6.133021,224
SCOIL CNOC MHUIRE SIN,53.275808,-6.391843,166
NAOMH BODAIN,55.284921,-7.167026,93
SCOIL MHUIRE,52.091192,-8.004029,156
ST MARTIN DE PORRES N S,53.275058,-6.371512,404
ST PAULS SEN NS,53.395228,-6.18367,227
ST MALACHYS NS,53.382388,-6.2998,133
SCOIL NAIS CAITRIONA,53.535047,-6.099188,305
Scoil Réalt na Mara,53.580314,-6.120698,346
ST CANICES CENTRAL N S,52.66029,-7.261994,632
JOHN PAUL II N S,53.454049,-6.169187,692
ST FIACHRAS SEN N S,53.387671,-6.224401,642
HOLY CROSS SCHOOL,52.160258,-7.165767,586
GAELSCOIL MHIC EASMAINN,52.283668,-9.693117,403
BALLINAHOWN NS,53.349691,-7.850814,97
MOYLE N S,54.998974,-7.531385,79
RANSBORO NEW CENTRAL,54.244379,-8.540203,237
ST PATRICKS SENIOR SCHOOL,53.398499,-6.376516,213
SCOIL FIONNBARRA,51.851429,-9.22963,90
COOLDERRY CENTRAL NS,53.012159,-7.841616,87
SCOIL MHUIRE,52.897028,-7.813066,127
SCOIL CHOLMCILLE JUNIOR NS,53.254292,-6.134728,119
ST PETER APOSTLE SEN NS,53.336912,-6.402101,283
ST PHILIPS SENIOR N S,53.389666,-6.407118,251
ST CIARANS N S,53.393775,-6.420761,562
ST OLIVER PLUNKETTS NS,52.360411,-7.716537,312
SCOIL SANTAIN,53.284146,-6.347512,282
ST MARYS SEN N S,53.342889,-6.396313,212
SCOIL CHOLMAIN NAOFA,53.528488,-7.327876,467
CARRACASTLE CENTRAL NS,53.956269,-8.703103,80
AN CHROI RO NAOFA SOIS,53.276848,-6.382329,191
SAN CARLO JUNIOR NS,53.370553,-6.487352,278
BISHOP SHANAHAN NS,53.298428,-6.318421,442
ST BRENDANS N S,52.279114,-9.863236,50
RUSH NS,53.520665,-6.104334,720
ST GABRIELS NS,53.342972,-6.34731,251
ST MICHAELS NS,53.343377,-6.348063,339
ST RAPHAELS NS,53.343188,-6.347723,378
OUR LADY OF LOURDES N S,52.647215,-8.631061,168
ST FRANCIS SENIOR N S,53.403827,-6.205909,198
LADY OF GOOD COUNSEL BOYS SENIOR NS,53.330344,-6.317037,132
ST PAULS N S,53.659379,-6.684914,711
Scoil Mhuire na nGrast,51.744466,-8.491905,358
ST JOSEPHS N S,53.992134,-6.387332,575
ST BRIGIDS N S,53.130147,-6.750789,654
SCOIL AINE NAOFA,53.348663,-6.448992,619
SCOIL IOSAGAIN,52.701338,-8.021735,138
ST PAULS SENIOR NS,53.710651,-6.374224,489
S N AODHAIN NAOFA,54.118514,-7.678425,68
SCOIL C.UI DHALAIGH,53.365444,-6.494909,369
SCOIL EOIN PHOIL,53.365657,-6.502108,276
SCOIL CHARTHA NAOFA,54.636394,-8.590299,103
ST MACARTANS CENTRAL,54.475802,-8.281631,294
DROMORE WEST CENTRAL,54.241295,-8.884478,65
BANSHA N S,52.447626,-8.065609,67
CLONOULTY CENTRAL N S,52.602538,-7.959009,92
ST JOHN THE BAPTIST,52.509937,-7.885205,288
MARY QUEEN OF IRELAND N S,53.452576,-6.29255,97
SCOIL MHUIRE SIN,53.397868,-6.399945,253
CASHEL DEANERY,52.509356,-7.885205,34
ST AIDANS NS,52.711131,-8.864134,263
LISDOONVARNA N S,53.031071,-9.288735,151
ST THOMAS JUNIOR N S,53.278816,-6.404419,308
DRUMCORRIN N S,54.104118,-7.136772,13
ST RONANS N S,53.323254,-6.426285,377
BARNACARROLL CENTRAL NS,53.767102,-8.972113,209
ARDEN BOYS NS,53.281264,-7.495902,202
Scoil Mhuire ar Chnoc hAoine,51.905196,-8.506715,211
ST ATTRACTAS SENIOR N S,53.281316,-6.255703,357
N MICHEAL AGUS PADRAIG,53.989837,-8.164767,161
HOLY FAMILY JUNIOR N S,53.4524,-6.241938,589
QUEEN OF ANGELS PRIMARY SCHOOL,53.276324,-6.226049,253
GAELSCOIL EANNA,53.644158,-6.682077,136
STRADBALLY C. OF IRE. NS,52.129245,-7.464388,23
ST MARYS CENTRAL N S,53.321065,-6.238926,630
SCOIL OILIBHEIR,51.921575,-8.459682,485
ST FRANCIS N S,53.073196,-6.075173,90
SCOIL PHADRAIG,54.011095,-6.821,139
CASTLEBLAYNEY CENT N S,54.133318,-6.732122,5
ST DYMPNAS NS,54.297866,-7.016146,112
SCOIL MHUIRE COOLCOTTS,52.336252,-6.484098,597
S N AONGHUSA,53.718163,-6.349085,162
SCOIL MHUIRE,52.219417,-6.388585,106
ST COLMCILLE SENIOR N S,53.28411,-6.316296,768
ST BERNADETTES JUNIOR N S,53.349637,-6.39789,162
NIOCLAS NAOFA,53.620161,-8.739141,228
Scartaglin New Central School,52.178481,-9.407304,129
SCOIL BHRIDE NS,53.037422,-7.314474,753
Scoil Mhuire na nAird,52.762431,-6.527354,72
SCOIL MHUIRE,52.918665,-7.342745,266
St Emer's National School,53.731124,-7.78021,220
BRAY SCHOOL PROJECT N S,53.188377,-6.126175,231
SACRED HEART N S,53.402559,-6.410052,707
ST CONALS,54.828555,-8.445024,62
DUNGOURNEY CENTRAL N SC,51.968222,-8.096145,212
ST HELENS SENIOR N S,53.439925,-6.136124,383
OUR LADY OF WAYSIDE N S,53.331298,-6.337894,128
ST THOMAS SENIOR N S,53.278876,-6.403235,364
SCOIL MHUIRE,53.515995,-6.398734,481
SCOIL THOMAIS,53.378193,-6.377806,653
GURTEEN CENTRAL NS,53.371753,-8.571037,55
SCOIL BARRA,51.890247,-8.606547,438
ST JOSEPHS MXD N S,53.354403,-6.22879,230
SCOIL CNOC MHUIRE JUNIOR,53.276145,-6.393203,139
GEESALA CENTRAL SCHOOL,54.114087,-9.902678,37
GAELSCOIL MIDE,53.385508,-6.152911,226
Gaelscoil na Cille,53.504873,-6.386879,233
SCOIL BRIDE,53.921513,-6.711577,123
ST BRIGIDS N S,53.287153,-6.404303,225
ST LASERIANS MXD NS,52.735326,-6.971863,174
ST BERNADETTES SENIOR N S,53.350395,-6.397321,201
CASTLEDERMOT NS MXD,52.913514,-6.842341,351
Scoil Tíghearnach Naofa,52.821021,-7.477567,111
AGHARDS N S,53.348798,-6.549409,660
TIRELLAN HEIGHTS N S,53.289757,-9.043773,356
ST PATRICKS BNS,53.290738,-6.695733,501
SCOIL NAISIUNTA BHRIDE,53.290835,-6.693486,496
ST COLMANS NS,53.964085,-8.627282,35
SACRED HEART N S,53.314511,-6.402163,459
MILFORD GRANGE N SCHOOL,52.672466,-8.566931,482
DRIMOLEAGUE JUNIOR SCH,51.662609,-9.261367,48
S N Seamus Naofa,53.252157,-9.146777,247
TAVRANE CENTRAL NS,53.878279,-8.776448,12
ABBEYCARTON NS,53.846551,-8.190478,156
GAELSCOIL EOGHAIN UÍ THUAIRISC,52.82967,-6.911913,461
FOXFORD CENTRAL NS,53.980074,-9.109602,264
ST. DYMPNA'S NATIONAL SCHOOL,53.571801,-6.90514,212
SCOIL GEARBHAIN,52.100643,-7.595092,317
Scoil Bhríde,53.702929,-8.205896,116
ST MARYS N S,53.350981,-6.467205,496
CREGGS CENTRAL N S,53.592082,-8.359771,83
ST BRENDANS NS,54.281093,-8.483896,181
SN CEARN MOR,53.316643,-8.900753,172
CORPUS CHRISTI N S,52.681523,-8.644756,425
SCOIL CHAOIMHIN,53.351296,-6.257695,73
GAELSCOIL RAIFTEIRÍ,53.85842,-9.290536,225
"GAELSCOIL CHORAIN,",51.950117,-7.843012,261
ST AIDANS NS,53.28639,-6.404643,246
DRIMNAGH CASTLE CBS N S,53.324359,-6.330921,330
GAEL SC MHICHIL CHIOSOG,52.85589,-8.980846,476
GAEL SCOIL UI RIORDAIN,51.882439,-8.578201,725
HOLY FAMILY SCHOOL,53.286328,-6.153768,137
GLINSK N S,53.653522,-8.442796,83
NORTH DUBLIN NS PROJECT,53.38193,-6.268292,216
Realt na Maidne,52.447382,-9.480734,167
ST ETCHENS NATIONAL SCHOOL,53.456595,-7.10299,443
GAELSCOIL DONNCHA RUA,52.705648,-8.876386,76
LADYSWELL N S,53.405981,-6.392037,419
Gaelscoil de hIde,52.130619,-8.285498,328
GAELSCOIL UI RIADA,51.879583,-8.512591,277
GAELSCOIL PHORT LAIRGE,52.229531,-7.062376,202
GAELSCOIL CHLUAIN DOLCAIN,53.323346,-6.402203,441
GAELSCOIL OSRAI,52.639408,-7.246221,448
SCOIL ROIS,53.978654,-6.715541,251
GAELSCOIL DARA,53.275593,-9.011988,427
DIVINE MERCY JUNIOR NATIONAL SCHOOL,53.340568,-6.415776,225
Scoil na Rithe,53.513932,-6.54328,227
ST PATRICKS N S,54.284964,-7.915749,67
SCOIL CHAITLIN MAUDE,53.276145,-6.393203,298
PRESENTATION PRIMARY SCHOOL,52.681722,-7.807874,245
SAN CARLO SENIOR N S,53.370553,-6.487352,292
HOLY FAMILY SENIOR N S,53.451819,-6.241494,637
Holy Rosary Primary School,53.272891,-6.348673,547
NAOMH PADRAIG JUNIOR,52.517315,-7.587921,54
NAOMH PADRAIG SENIOR,52.517315,-7.587921,42
GAELSCOIL CHARRAIG UI LEIGHIN,51.826304,-8.400254,617
Scoil an Athair Tadhg O Murchu,51.877362,-8.443538,433
GAELSCOIL O DOGHAIR,52.45739,-9.059524,214
BALLYBAY CENTRAL NS,54.130278,-6.897504,59
GAELSCOIL PHILIB BARÚN,52.168799,-7.146016,191
GAEL SCOIL THOMAIS DAIBHIS,52.125354,-8.642729,410
ST ANNES MXD N S,53.234272,-6.128988,444
NAOMH MAODHOG N.S.,52.590686,-6.498212,300
GAELSCOIL DHUN DEALGAN,53.988126,-6.381769,212
ST KILIANS SENIOR N S,53.30629,-6.370353,278
AN MHODH SCOIL,52.655182,-8.63383,577
Scoil Caitriona na mBraithre,53.336203,-6.245824,153
SCOIL UÍ RIADA,53.399892,-6.676987,497
GAELSCOIL AN DUINNINIGH,53.446612,-6.200444,403
GAELSCOILE COBH,51.854356,-8.286924,88
BOOTERSTOWN N S,53.300543,-6.191004,98
KILTIMAGH CENTRAL,53.845717,-8.996774,226
HOLY CROSS N S,53.288514,-6.241372,276
KILKENNY SCHOOL PROJECT,52.638104,-7.251891,240
Cork Educate Together National School,51.899132,-8.478812,199
GAELSCOIL MOLOGA,53.31735,-6.285358,226
GAELSCOIL MHACHAN,51.892267,-8.40328,143
GAELSCOIL PEIG SAYERS,51.911925,-8.478121,287
SLIGO PROJECT SCHOOL,54.269935,-8.466134,45
ST PATRICKS CENTRAL NS,53.582632,-9.122446,121
SCOIL MHUIRE,54.794796,-8.27893,140
ST JOSEPHS NS,53.398116,-6.203217,317
SCOIL NAISIUNTA THOLA,53.899956,-9.05909,75
CLAREMORRIS BOYS NS,53.72362,-8.999916,99
ST PETERS NS,53.865093,-9.329856,283
GAELSCOIL NAOMH AOGAIN,52.23361,-9.458273,177
DRINAGH MIXED NS,51.65125,-9.148083,72
ST DAVIDS N S,53.385812,-6.217246,268
ST JOHN OF GOD N S,53.38965,-6.217323,189
Drung No 2 NS,54.04327,-7.232869,13
OUR LADYS N S,53.301623,-6.249931,204
HAROLDS CROSS N S,53.317364,-6.285754,394
SCOIL MHUIRE,52.651196,-7.255966,434
GAELSCOIL CHOLAISTE MHUIRE,53.353588,-6.262097,167
SCOIL MHUIRE B & C,54.802116,-7.762734,491
RANELAGH MULTI DENOM NS,53.326798,-6.257687,220
ST BRIGIDS SENIOR GIRLS,53.386275,-6.310211,175
Scoil an Chroí Ró-Naofa,52.719256,-7.579607,223
GAELSCOIL SHEOIRSE,52.650716,-8.613847,92
SN MHIC DARA,53.264428,-9.597205,214
SCOIL TREASA NAOFA,53.33446,-6.279364,153
LIMERICK SCHOOL PROJECT,52.657233,-8.633694,211
SCOIL EOIN,53.386889,-6.156668,138
GAELSCOIL ULTAIN,54.262364,-6.949617,386
GAELSCOIL AONACH,52.868726,-8.207833,198
ST JOSEPHS,53.286684,-6.140009,427
Scoil Naisiunta an Dea Aoire,53.293642,-6.269479,220
GAELSCOIL NAOMH PADRAIG,53.350627,-6.435483,389
GAELSCOIL FAITHLEANN,52.063536,-9.489703,245
ST PATRICKS NS,54.285692,-8.396152,176
ST DAMIENS NS,53.314234,-6.321288,233
GORESBRIDGE N.S.,52.63067,-6.997109,78
RATHFARNHAM EDUCATE TOGETHER,53.291757,-6.275089,208
RUTLAND NATIONAL SCHOOL,53.353371,-6.255102,158
MOUNT SION CBS N S,52.256129,-7.117637,353
Scoil na gCeithre Maistri,53.427303,-7.917963,216
